keyword,count
servings,1
aspiration,1
smokies,1
"3,7‐dimethyloctan‐1‐ol",1
elimination,1
risk based sampling,1
Batrachochytrium salamandrivorans,1
marker residue,1
SWAZILAND,1
strain TV1,1
short‐chain fructooligosaccharides from sucrose,1
Pediococcus pentosaceusDSM16244,1
Prolibra®,1
"1,4‐β‐d‐xylan xylanohydrolase",1
risk assessments,1
"Escherichia coli,",1
pyridoxin,1
polyacrylic acid sodium salt,1
dodemorph,1
serotype,1
iron‐enriched yeast,1
linalool,1
microcosm,1
Ceratocystis ulmi,1
cerevisane,1
benchmark response,1
fibers,1
external agents,1
GP,1
Mycobacterium avium subsp. paratuberculosis,1
"2,5‐furandione",1
vitamin K‐enriched yeast,1
Pseudomonas libanensis,1
Geographical Risk Assessment,1
Ronozyme® HiPhos,1
Streptomyces griseoviridis,1
horticultural plants,1
colic,1
Liquid paraffin,1
Spearmint oil,1
4‐ß‐glucanase,1
sucrose acetate isobutyrate,1
MON 89034,1
Ticks,1
Isaria fumosorosea strain Apopka 97,1
frozen fish,1
Beta‐alanine,1
bacterial wilt,1
FRF,1
Antimicrobial Resistance Food‐borne Outbreaks,1
benomyl,1
Mechanically separated,1
Bt11 x MIR604 x Ga21,1
quorum sensing,1
escarole,1
CYP3A4,1
Yohimbe,1
sulfosulfuron,1
ammonium monovanadate,1
ODAP,1
Early detection,1
E 101,1
risk manangement,1
Thripidae,1
bovine fat,1
E 416,1
Clustering,1
chrysene,1
E 353,1
USDA‐APHIS,1
cucurbits with inedible peel,1
Dutch elm disease,1
infected and infectious vectors,1
sample based data in food,1
CCPR meeting 2011,1
FGE.24,1
mold spoilage,1
rotten meat,1
benzonitrile,1
enrichment,1
"2,4‐Diamino‐6‐hydroxypyrimidine",1
cyclomaltodextrin glucosyltransferase,1
infectious salmon anaemia virus,1
brain functions,1
immunocastration,1
quaternary ammonium plant growth regulators,1
translocation,1
oxidised polyethylene wax,1
Orange oil,1
Waterbath,1
aviary systems,1
http://artemide.art.uniroma2.it/skosmos/gacs/en/page/C29823,1
Liriomyza trifolii,1
wheat bran,1
Saccharomyces,1
fenoxaprop‐P‐ethyl,1
"(Butyl methacrylate, ethyl acrylate, methyl methacrylate) copolymer",1
Ammonium iron (II) phosphate,1
plant‐based food,1
Copper hydroxide phosphate,1
MON‐ØØ863‐5 × MON‐ØØ6Ø3‐6,1
BLCV,1
diesters and monoesters with benzoic acid and 2‐ethylhexanoic acid,1
clay,1
EC3.2.1.60,1
E 392,1
CAS number 37953–21‐2,1
canker and dieback,1
"2,4‐di‐t‐amylphenol",1
breeding hen,1
Bupirimate,1
xadixyl,1
benzophenone fungicide,1
sensory,1
SSL,1
beefburgers,1
uptake,1
benchmark dose (BMD),1
CCPRmeeting 2016,1
aryloxyphenoxypropionic,1
Strontium,1
high hydrostatic pressure (HHP),1
VEE,1
Food flavouring,1
world,1
esters with branched alcohols,1
case‐specific monitoring,1
frupica,1
Analytical method,1
processing aids and materials in contact with food (AFC) related to Flavouring Group Evaluation 10: Aliphatic primary and secondary saturated and unsaturated alcohols,1
Lysophospholipase,1
short‐range spread,1
post‐marketing monitoring,1
Diaporthe vaccinii,1
penicillins,1
children aged 0-3 years,1
rapeseeds/canola seeds,1
nutrient intake recommendations,1
Modified cellulose,1
karyomegaly,1
hazard analysis and critical control point,1
gibberellin 4,1
ProEquo®,1
CAS No 1333‐74‐0,1
CNCM I‐1720,1
CAS No 00923‐02‐4,1
Bacillus subtilisDSM 29784,1
historical control data,1
Scirtothrips dorsalis,1
Lactobacillus fermentum ME‐3,1
Chlorotoluron,1
REF. No 66905,1
DL‐methionine protected with copolymer vinylpyridine/styrene,1
lactoferrin,1
needle nematode,1
Schizochytrium limacinum,1
Arginine,1
sodium malate,1
skinning,1
insecticide and molluscicide,1
Pullulan,1
alpha‐ and beta‐diketones,1
ferrate(1‐),1
metabisulfite,1
"1,4‐β‐D‐xylan xylanohydrolase",1
6′‐SL,1
Benyvirus,1
su,1
intestinal absorption,1
formula feeding,1
FLC,1
Specific monitoring,1
tertiary amine,1
lupin flour,1
post‐registration,1
clinical signs,1
"2,5‐dimethylfuran",1
CAS No 287916–86‐3,1
Pine nut oil from Pinus koraiensis Siebold & Zucc,1
Lactobacillus rhamnosus CNCM I‐1720,1
Sterculia,1
Knowledge Junction,1
Bacillusflexus,1
starch sodium octenyl succinate (E 1450),1
Perfluorooctane sulfonate (PFOS),1
Bee species,1
PPD‐tuberculin,1
Furfuryl and furan derivatives with and without additional side‐chain substituents and heteroatoms from chemical group 14 (Commission Regulation (EC) No 1565/2000 of 18,1
subgroup 1.1.2,1
Hyphomicrobium denitrificans,1
maize products,1
bioactive peptides,1
permanent crops,1
6‐ditertiarybutylphenol,1
Black tea,1
multi‐criteria mapping,1
E 336,1
ammonium phosphatides,1
orange spotting disease,1
brassica vegetables,1
dicloran,1
FCM substance No 1043,1
D‐fructose,1
hypersensitivity,1
tongue,1
vineyard survey,1
EFSA Scientific Report on the Design of a Field Trial Protocol for the Evaluation of New Rapid BSE post mortem Tests,1
Roundup Ready,1
atypical scrapie,1
polyethylene terephthalate,1
intestinal tissue,1
dietary intake and EuroFIR,1
fipronil‐sulfone,1
Famoxadone,1
Commission Regulation (EU) No 257/2010,1
chromium‐enriched,1
plant health control,1
CASRegistry Number 7585‐39‐9,1
Propachlor,1
octanoic acid,1
histoBloc®,1
serotypes,1
"1,4‐α‐d‐glucan:1,4‐α‐d‐glucan 4‐α‐d‐glycosyltransferase",1
novaluron,1
sample based,1
Aliphatic acyclic acetals,1
Saccharomyces cerevisiaeCNCM I‐1079,1
Opinion of the NDA Panel related to the Tolerable Upper Intake Level of Nickel,1
magnesium ascorbate,1
sodium borate,1
ADONA,1
Area sensitivity,1
Silver zeolite A (silver zinc sodium ammonium alumino silicate),1
Flavourings and Processing Aids (CEF) on the Submission of a Dossier on Food Enzymes,1
pyrethroid ether,1
pyrazole acaricide,1
preparation of infant feeding bottles,1
MS8 × RF3 × GT73,1
"3,5‐triazine",1
human in vitro,1
"Hydroxycitric acid,",1
primary aliphatic saturated or unsaturated alcohols/aldehydes/acids/acetals/esters with a second primary,1
CAS Number: 70753–61‐6,1
fusarium mycotoxins,1
Yersinia enterocolitica,1
energy conversion factor,1
octyl gallate,1
monosodium glutamate,1
genetically modified maize mon 863 x mon 810 nk 603,1
Mustard seed oil,1
Paraffinum Liquidum,1
Plastienvase,1
food processing,1
SIGMA,1
user management,1
CASNo 68990‐67‐0,1
systematic literature review,1
infinito,1
Directive 96/23/EC,1
CASRegistry number 9000‐40‐2,1
Ms8 x Rf3,1
category‐based scheme,1
cognitive analytics,1
TFNA,1
Beta glucans,1
refined vegetable oils,1
cream‐based spreads,1
sheep milk,1
Gossypol,1
NZYM‐SB,1
and FD&C Yellow No. 6,1
European turbot,1
lesions,1
Polycyclic aromatic hydrocarbons (PAHs),1
CAS Registry Number calcium salt: 3536–49‐0,1
rye and oat grain,1
physical performance and condition,1
genotoxic and carcinogenic,1
"T3,3,5,3’, 5’‐tetraiodothyronine",1
methyl methacrylate (CAS‐No: 80‐62‐6),1
Norwegian mainland,1
Ref. No. 71955,1
ectoparasites,1
study conduction,1
data gaps,1
3‐acetyl‐2,1
Bitertanol,1
health promotion,1
Animal health and welfare,1
Pimpinella anisum,1
CAS No 5743‐28‐2,1
"2′‐(1,4‐Phenylene)bis[4H‐3,1‐benzoxazin‐4‐one]",1
nut oil,1
transmissible diseases,1
Post‐Market Monitoring,1
organic foods,1
Benthiavalicarb,1
N-acetyl-L-methionine,1
serpentine leafminer,1
natural mixed tocopherols,1
ginkgo,1
intestinal gas,1
live bivalve molluscs,1
data science,1
EU Neighbourhood,1
Phytosterols,1
http://artemide.art.uniroma2.it/skosmos/gacs/en/page/C1470,1
Flufenoxuron,1
EINECSnumber 204‐771‐6,1
emission of pesticides,1
ß‐apo‐8’‐carotenal,1
Tolerance Level,1
acarbose,1
nptii,1
61789–80‐8,1
5‐vinyloxazolidine‐2‐thione,1
Agrilus bilineatus,1
Agronomic/phenotypic characterisation,1
Purpureocillium lilacinumstrain 251,1
Bio Feed Alpha,1
red meat supply chain,1
nutrition claims,1
UV exposure,1
COXAM®,1
workshops,1
marzipan,1
PEC,1
Monochamus,1
lauryl gallate,1
Escherichia coli O157,1
Goats' milk,1
EMERGING RISKS,1
Quizalofop‐P‐ethyl,1
cis‐13‐docosenoic acid,1
FGE.313,1
ketones and esters with esters containing secondary alcohols,1
Cannabis genus,1
duck meat,1
paediatric study,1
EAB,1
Prostora Max,1
southern corn rootworm,1
kidney bean extract,1
Euphresco network,1
strobilurin group,1
diiron tris (glycerophosphate),1
water requirement,1
Prunus spp,1
food (cereal) allergy,1
dislodgeable residues,1
Nanotechnologies,1
Risk based surveillance,1
white‐fringed weevil,1
Phosphorous acid,1
"Glycogen α‐1,6-glucanohydrolase",1
crop rotation,1
Chlorpyrifos,1
barstar,1
Lactobacillus paracasei CNCM I‐1688,1
iodine requirement,1
prunes,1
S. Pullorum,1
Aspergillus parasiticus,1
n‐propyl gallate,1
water‐sediment study,1
glycaemic load,1
wild/weedy relatives,1
galactosaemia,1
Vinyltriethoxysilane,1
REF. No 21970,1
temperature effect on degradation rate,1
E 1422,1
MON89034 × 1507 × MON88017 × 59122,1
common rust of potato,1
Chlorophyllins,1
E 553°,1
‘Zinc chelate of amino acids,1
Stablor®,1
transfer rate,1
4‐amino‐5‐(3‐(isopropylamino)‐2,1
reference point for action (RPA),1
CAS No. 124172‐53‐8,1
pesticide residue intake model,1
NNI‐750,1
Ref. No. 39150,1
SorbifloreADVANCE,1
silver content 2–5 % Ref. No. 86437,1
functional foods,1
phenethyl alcohol,1
plum virus,1
fenugreek seed powder,1
food safety targets,1
Beflubutamid,1
mycotoxigenic fungi,1
GMMs,1
maduramycin ammonium,1
synthetic,1
in vitro culture,1
Moderate risk,1
als,1
foodborne zoonoses,1
endothelial function,1
processed cereal products,1
Energy drinks,1
magnesium silicate,1
alanine aminotransferase,1
larvae,1
spatial clustering,1
15283‐90‐6,1
Streptomyces rubiginosus,1
orthophosphoric acid,1
Sucrose esters of fatty acids,1
PETUK SSP,1
meganuclease,1
Vector control,1
Health risks,1
herring,1
chromium(III) lactate trihydrate,1
CNCM‐I‐1079,1
future production structure,1
wholegrains,1
bovine viral diarrhea,1
methyl methacrylate polymer,1
heavy smokers,1
Ipriflavone,1
EFSA opinion,1
double‐spined bark beetle,1
lignin,1
http://browser.agrisemantics.org/gacs/en/page/C5928,1
commission decision,1
"(1,1‐dimethylethyl)‐4‐methoxyphenol",1
black locust,1
microcrystalline,1
Plants,1
Fusarium circinatum,1
methyl salicylate,1
drinking glass,1
Flufenacet,1
best before date,1
Streptomyces lydicus strainWYEC108,1
beekeeping practice,1
Arabis mosaic virus,1
EC 1.11.1.7,1
evaluation criteria,1
mistletoe,1
alginic acid,1
reading ability,1
Subgroup 1.1.2,1
CAS: 60372‐77‐2,1
epoxide resin coatings,1
protection,1
Listed Crustacean Diseases,1
hemoderivatives,1
EstPak Plastik,1
cream,1
plastic products,1
aluminium lakes,1
ref. No 25187,1
Terrestrial Ecotoxicology,1
uncertainty communication,1
"2,4 DNOP",1
valiphenal,1
feed classification,1
4‐methoxy benzaldehyde,1
yohimbe bark,1
Zearalenone,1
Concept Plastic Packaging,1
from natural oils and fats,1
symptoms expression,1
Aromatic secondary alcohols,1
hydrogenated oil,1
Bacillus amyloliquefaciens subsp. plantarum strain D747,1
stereoisomer,1
endocrine disrupting,1
rejuvenation,1
FCMsubstance No 96,1
all‐rac‐alpha‐tocopherol,1
FCM substance No 978,1
calcium orotate,1
herbs and herbal infusions,1
Isoamylase,1
Quinoclamine,1
Oregano extract,1
Ribose,1
Japanese long scale,1
Brevipalpus phoenicis,1
refined oil fat,1
Aphanomyces invadans,1
RPC Cobelplast,1
dose conversion,1
dodecanoic acid,1
Castanea spp.,1
tick‐borne pathogen,1
maximum level,1
Komagataella pastoris,1
raspberry virus,1
Consumption Intakes,1
SHVAL,1
degraded carrageenan,1
travel,1
ferric sodium edentate,1
population study,1
E 47f,1
"Ireland, pdf, focalpoint@fsai.ie",1
Ogataea polymorpha,1
bone meal,1
HMB,1
access to data,1
[FL‐no: 16.130],1
pharmacologically active substances,1
Fosetyl,1
higher tier assessment,1
fresh herbs and edible flowers,1
pregnant sows,1
Crina® Poultry Plus,1
antifouling paints,1
dioxin‐like PCBs,1
E 160e,1
Cumulative,1
maximum copper content in feed,1
primary (C3‐C22),1
Fenpropidin,1
fungicide/bactericide,1
EFSA conclusions on pesticides,1
ephedrine,1
fish testing,1
Phyllosticta paracitricarpa,1
rotenone,1
toxicigenomics,1
RECYC080,1
pectinase,1
parameter,1
Karnal bunt,1
Euglena  gracilis,1
lauric acid,1
Fenbuconazole,1
teenagers and young people: lifestyle,1
Epidemiological studies,1
Silver zinc zeolite A (silver‐zinc sodium alumino silicate calcium metaphosphate),1
lactating sows,1
CI 77499,1
phosphorus fertilizers,1
cocoa pod,1
Ferrous phosphate,1
exposure in soil,1
methylisothiocyanate (MITC),1
potassium salts of fatty acids,1
cohort studies,1
corn earworm,1
@risk,1
diagnostic test evaluation,1
Hazards,1
Brevipalpus obovatus,1
Lavipan®,1
Immune Balance Drink,1
time quotient approach,1
2‐methoxyethyl benzene,1
CAS No 037296‐97‐2,1
bitter toxins,1
laxative effects,1
formation,1
chromium orotate,1
MAS,1
2‐(4‐chlorophenyl) isovaleric acid,1
α‐tocopherol equivalent,1
product formulation,1
Summary Report,1
β‐amyloid,1
alert,1
CAS112926‐00‐8,1
brassicasterol,1
BoHV‐1,1
tick‐borne disease,1
small rodents,1
Triazoxide,1
dairy buffaloes,1
epoxides,1
vertebral column compression syndrome,1
fermented soybean extract,1
pinnatoxins (PnTXs),1
kidney adenomas,1
Protected cultivation,1
evidence use,1
bridgmanization,1
phosphorus‐binding agent,1
Blotch of apple,1
Fraxinus spp,1
scientific information,1
PEG,1
bovine spray dried blood cells,1
peer‐review,1
HT2,1
quince virus,1
peel,1
Noni juice,1
Bovine colostrum,1
Pamphiliidae,1
egg products,1
Verotoxin,1
Heliconia spp.,1
maneb,1
King scallop,1
EINECS number: 220‐036‐2,1
ehec - enterohemorrhagic escherichia coli,1
CAS No. 79‐21‐0,1
viroid,1
Swine Vesicular Disease,1
β‐CGTase,1
grayanotoxins,1
public health risks,1
lactobacillus rhamnosus,1
Necropsy,1
Organic fertliser,1
growth regulators,1
CAS Registry No 146‐48‐5,1
E 160d,1
DNAinteraction,1
foramsulfuron,1
environmental,1
Aminotriazine,1
Resorcinol,1
CASRegistry number 7631‐99‐4,1
CAS number: 80‐08‐0,1
hyperkalaemia,1
8‐p‐menthadien‐2‐yl acetate,1
methyl vinyl ether,1
FRUIT UP®,1
mechanical spiking,1
MinION,1
low dose toxicity studies,1
cuttlefish,1
Egyptian cotton leaf worm,1
FOPL,1
E 955,1
discoverability,1
Integrated Nested Laplace Approximation,1
coumestrol,1
route of transmission,1
stomach,1
meat hygiene,1
REF. No 79920,1
celery seed,1
Tricyclazole,1
Ethyl maltol,1
Azpoxystrobin,1
Xanthomonas campestris pv. pruni,1
ragweed,1
"1,4‐dimethylnaphthalene (1,4‐DMN)",1
raw vegetables,1
Carbohydrate,1
CoDiRO strain,1
clusters,1
non digestible polysaccharides,1
Glyphosate,1
Aeromonas,1
isodomoic acids (iso‐DAs),1
Sorbiflore,1
anhydrous],1
revised MPLs,1
TSWV,1
parameters,1
Lactobacillus bulgaricus,1
3‐acetyl‐deoxynivalenol,1
aubergine,1
calcium polysulphide,1
Adverse Outcome Pathway,1
red stele,1
"035, Bacillus subtilis",1
MKF‐Ergis,1
68399‐76‐8,1
fenpicoxamid (XDE‐777),1
relative potency factors,1
esp,1
esterification,1
"1,4‐dimethoxybenzene",1
edible films,1
congeneric group approach,1
wild,1
Mediterranean diet,1
E 1450,1
applicant,1
coat pigmentation,1
chloral hydrate,1
metalloid,1
‘toothkind’,1
blood urea,1
GOXv247,1
strawberry thrips,1
Cumapol,1
mutton,1
REF. 38875,1
2‐dimethyl‐N‐propylpropanamide,1
Bifidobacterium animalis subespecie lactis,1
thiazole derivatives,1
Sparse data,1
Phaseolamine,1
MLSA,1
follow‐on‐formula,1
heat‐treated milk,1
needs,1
herbicide and insecticide,1
shiny,1
LAPS,1
Dicentrarchus labrax,1
PolyQuest,1
Pepino mosaic virus strain CH2 isolate 1906,1
Dairy by‐products,1
Acute,1
ubiquinol,1
Campylobacter fetussubsp.venerealis,1
E 470b,1
Gram‐positive non‐sporulating bacteria,1
poly(ethyl acrylate‐co‐methyl methacrylate) 2:1,1
CAS number 882073‐43‐0,1
degree days,1
"bis(2‐ethylhexyl)cyclohexane‐1,4‐dicarboxylate",1
E 442,1
Candidatusphytoplasmaaurantifolia,1
N-acetyl-L-cysteine,1
Mycoplasma meleagridis,1
molybdenum‐enriched yeast,1
CASRegistry Number 55965‐13‐4,1
bee feeding,1
benzoates,1
Technoplastika Prima Perdana,1
virus‐vector complex,1
formamidine insecticide and accaricide,1
Conogethes punctiferalis,1
Lactobacilllus reuteri strains DSM 17938 and ATCC PTA5289,1
Grillin’ 5078,1
strontium‐enriched yeast,1
desethyl‐terbuthylazine,1
CAS No 137–66‐6,1
Isoleucine‐proline‐proline,1
glyphosate tolerant,1
metrics,1
AWRI,1
CAS N° 56960‐17‐9,1
triazolopyrimidine sulfonanilide,1
health relationship,1
Pentalonia nigronervosa,1
entry points,1
Silicon dioxide/Silicic acid gel,1
complex carbohydrates,1
probability of freedom,1
D‐tagatose,1
Ni,1
metacercariae,1
RRO effectiveness,1
herbal infusion (dried leaves),1
tenuazonic acid,1
FGE.59,1
Gastro‐intestinal discomfort,1
Phytophthora austrocedrae,1
Phialophora wilt of carnation,1
2′‐bi‐indolylidene‐5,1
ammonium propionate,1
salmon (Salmo salar),1
genetic stability,1
beta-adrenergic agonists,1
needs of birds,1
maize Bt11 × 59122 × MIR604 × 1507 × GA21,1
Finase®EC,1
"(Butyl acrylate, methyl methacrylate, butyl methacrylate) copolymer",1
Amaferm,1
anatase,1
Escherichia coli (VTEC),1
Parlatoria ziziphi (Lucas),1
L-lysine-L-aspartate,1
glucomannan,1
ewes,1
risk maps,1
raw meat,1
Aspergillus flavus,1
Panax notoginseng,1
Salix alba,1
non‐European populations,1
Food of non‐animal origin,1
FCM substance number 881,1
Oxathiapiprolin,1
chloronitrile fungicide,1
Microorganism,1
stress‐induced headache,1
trans‐deltamethrin,1
CAS No 532–40‐1,1
E 220,1
Directive,1
dietary exposure estimates,1
L‐Ornithine,1
American dagger nematode,1
Phymatotrichum root rot,1
Furfural,1
active surveillance,1
TBPE,1
DegT50,1
Wheat,1
Bonito protein peptide,1
case reports,1
chemical group 22,1
Methiocarb,1
coexistence,1
Exact method,1
starters,1
NRL,1
Allyl isothiocyanate,1
EC1.10.3.3,1
Calcium L‐ threonate,1
preformed vitamin A,1
management strategies,1
Propanil,1
E 281,1
"4,4’‐Diaminodiphenyl sulphone",1
nutmeg,1
mood enhancement,1
lifestyle,1
porcine reproductive and respiratory syndrome,1
1302–78‐9,1
desmethoxymetabolite 500M07,1
RECYC004,1
Dichlobenil,1
Freckle,1
incubation period,1
Sodium hydroxide,1
FOCUS Landscape and Mitigation,1
ergocalciferol,1
Etofenprox,1
rapid test,1
modelling techniques,1
D‐alpha tocopherols,1
Tritrichomonas foetus,1
AZA1,1
"2,4 dinitrophenol",1
"adipic acid dihydrazide, 1,6‐dihydrazide hexanedioic acid",1
Citrus psorosis virus,1
Anionic methacrylate copolymer,1
linuron,1
SPADE,1
Missing data,1
z-value,1
https://www.cabi.org/cabthesaurus/mtwdk.exe?k=default&l=60&w=116882&s=5&t=2,1
monomethyl silanetriol (potassium salt),1
goat pox virus,1
CAS number 91082–17‐6,1
Jasmine,1
hydroxybenzonitrile herbicide,1
monitoring results,1
Reptiles,1
invasive mosquito vectors (IMV),1
PM REF 12976,1
http://aims.fao.org/aos/agrovoc/c_37932,1
synthetic food colorant,1
tick-borne encephalitis virus,1
bovine spongiform encephalopathy (BSE),1
extrapolation of degradation rates,1
changes in specifications,1
iron transport,1
Bacillus subtilisDSM15544,1
Epigallo‐catechin‐3‐gallate (EGCG),1
Joints,1
FGE.222,1
cisgenesis,1
herbicide tolerant and altered fatty acid profile,1
non-target organisms,1
Sodium ascorbate,1
chromium nicotinate,1
aliphatic ketones,1
Trichuris suis,1
13870–90‐1,1
Lactulose,1
halofuginone lactate,1
triketone,1
respiratory infections,1
sebum,1
GMfood,1
entomophags resistant varieties,1
biosynthesis,1
piperidines,1
Herpes simplexvirus,1
North Macedonia,1
http://browser.agrisemantics.org/gacs/en/search?clang=en&q=cereals+&vocabs=,1
Inhalation,1
granulate,1
Limestone,1
DNT,1
"food, covid-19, food hygiene, Portugal",1
Chinese cabbages,1
calcium ascorbate (E 302),1
Reliability criteria,1
Klebsiella pneumoniae,1
testing for trend,1
E 459,1
Example: microcrystalline cellulose,1
Black blight of potato,1
E 463,1
Salvelinus alpinus,1
E 440ii,1
Polyvinylpyrrolidone,1
triazole pyrimidine,1
"4‐bis(1,1‐dimethylpropyl)phenyl and 4‐(1,1‐dimethylpropyl)phenyl triesters",1
"2,6,6‐tetramethylpiperidine",1
locust bean gum (E 410),1
fried potato chips,1
MIR604 × GA21,1
Honeybee,1
Gadolinium,1
care farms,1
Acarapis,1
L‐tug lycopene,1
“INTERSEROH Step 1” Food contact materials,1
genotoxic effects,1
Bacillus thuringiensis,1
blood glucose concentrations,1
leukosis,1
Lactobacillus acidophilusD2/CSL,1
NF‐kappa B activity,1
CAS No. 32509‐66‐3,1
disease incidence,1
respiratory chain,1
Koi herpes virus disease,1
FoodEx2 system,1
delta‐9‐tetrahydrocannabinol,1
neurological development,1
"endo‐1,4‐beta‐xylanase and endo‐1,3(4)‐beta‐glucanase",1
desert durum,1
pencycuron,1
seed lot sampling,1
risk reduction options/measures,1
chloro derivatives,1
chromium(III) lactate tri‐hydrate,1
potassium polyaspartate,1
tree-of-heaven,1
d‐carvone,1
chlorsulfuron,1
rapidly,1
AAD‐1,1
Curcuma longaL.,1
journey duration,1
Honey,1
Benzyl alcohols,1
Ribes spp,1
TALEN,1
Hansenula polymorpha,1
CAS number 2459‐10‐1,1
REF. No 48960,1
Copper bisglycinate chelate,1
SmartStax,1
random effects models,1
cross‐linked with allyl methacrylate,1
XERME®,1
Cicadomorpha,1
ACS‐GMØØ5‐3,1
C. glutamicum,1
Chlormequat,1
pasta,1
n‐3 PUFA,1
Schizochytrium sp,1
CITREM,1
thyroid system,1
non‐protein nitrogen,1
Crimean Congo Hemorrhagic Fever virus,1
E 140(ii),1
honey bee health,1
multiple‐factor analysis,1
CONTAM Panel,1
"Ln 1,4‐benzene dicarboxylic acid",1
efficacy and safety,1
CAS No. 7722‐84‐1,1
"9,10‐dihydroxy stearic acid and its oligomers",1
endpoint,1
PEGRA‐V,1
CASNo 2421‐28‐5,1
health protection,1
Xylellaspp.,1
and the Theoretical Added Maximum Daily Intake and its modified version (TAMDI/mTAMDI),1
Cry1Ab protein levels,1
dill,1
triethanolamine,1
mental fatigue,1
selenium‐enrichedYarrowia lipolytica,1
Slovak population,1
Sel‐Plex®2000,1
pre‐registration,1
human heal,1
soil-borne pathogens,1
Ref. No. 92200,1
REF. No 21498,1
GME,1
Sodium bisulphate,1
dilauroyl peroxide,1
DTX3,1
CAS number 171090‐93‐0,1
potassium citrate,1
Enterococcus faecium NCIMB 11181,1
photoiniators,1
apple trees,1
pig herds,1
Bacillus pumilus,1
anti‐aging,1
Erwinia stewartii,1
surface treatment of fruit,1
Paecilomyces fumosoroseus strain FE 9901,1
bacterial canker of peach,1
CAS number 152261‐33‐1,1
mass vaccination,1
decan‐1‐ol,1
Green S,1
mouche des cerises,1
Rabies virus,1
Sheep fat,1
gymnodimines (GYMs),1
http://aims.fao.org/aos/agrovoc/c_230,1
Enarmonia packardi,1
ruminant material,1
bacterial necrosis of grapevine,1
Trigger,1
vitality,1
unprocessed,1
characterisation methods,1
BF‐421‐1 and 2,1
Elm yellows,1
Heterodera zeae,1
tri‐ and polysulphides with or without additional oxygenated functional groups,1
Tricyclic secondary alcohol,1
MON 531,1
CAS No 582‐25‐2,1
highly pathogenic avian influenza virus,1
wine distillate,1
pineapples,1
Sweeteners,1
domoic acid,1
foaming agent,1
vaccine use,1
coumarin anticoagulants,1
cassava,1
Aluminium sodium sulphate,1
slaughter age,1
DT90,1
sulfonamides,1
magnesium trisilicate,1
EU26,1
hydrogenated,1
FCM Substance No 01033,1
Ref. No. 40563,1
potassium L‐pidolate,1
EINECS number 215‐609‐9,1
Microbacterium imperiale,1
genome copies,1
SA‐12 and EG 2348,1
fatburners,1
total energy expenditure,1
Teestar™,1
Lactococcus lactisNCIMB30160,1
stunning and killing systems,1
animal health and welfare,1
Rhagoletis ribicola,1
gut health,1
theaspirane,1
fennel seed,1
BSE risk,1
health impact,1
Trisodium 2‐hydroxy‐1‐(4‐Sulphonato‐1‐naphthylazo)‐ naphtalene‐6,1
and acrylic acid cross‐linked,1
beta‐(2‐hydroxyethoxy),1
branched‐chain primary aliphatic alcohols/aldehydes/acids,1
beneficial effect,1
"1,2,3,4‐tetrahydronaphthalene‐2",1
chlorin e6,1
harmonised risk assessment framework,1
folic acid‐enriched yeast,1
thyroxine,1
leaf litter,1
Body weight,1
imidazolinone‐tolerant crops,1
Crustaceans,1
dried aerial parts,1
CAS Registry Number 714229‐20‐6,1
hidden forms,1
4‐trifluoro‐methoxyaniline (M07),1
chemical risk assessment,1
semi‐processed cereal products,1
symptomatic citrus fruit,1
(‐)‐epigallocatechin‐3‐gallate,1
man-on-horseback,1
noni juice,1
Hyperactivity,1
RNA interference,1
Mycoplasma gallisepticum,1
Mite,1
diacetoxyscirpenol,1
"1,3‐butanediol diester",1
α‐ketoisocaproic acid,1
Trimellitic anhydride,1
natural substances,1
chemical control measures,1
D&C Yellow No. 10,1
FCMsubstance No. 1077,1
dissipation studies,1
"(butadiene, styrene, methyl methacrylate, butyl acrylate) copolymer cross‐linked with divinylbenzene or 1,3‐butanediol dimethacrylate, CAS number 25101‐28‐4",1
bovine viral diarrhea virus,1
intragenic,1
food commodities of plant and animal origin,1
organothiophosphate insecticide and acaricide,1
dichlorobenzophenones (DCBP),1
Directive 2001/18/EC. Brassica napus,1
geographical risk,1
calcium L‐aspartate,1
musts,1
Iprodione,1
cold treatment,1
(‐)‐hyoscyamine,1
heat inactivated biomass,1
Ecoregions,1
chrysanthemum leaf miner,1
FCMsubstance No 1063,1
E 414,1
Bio‐Fuel,1
Satureja montana L.,1
CAS number 329238–24‐6,1
http://browser.agrisemantics.org/gacs/en/page/C20049,1
CAS No 68441‐17‐8,1
Prays endocarpa,1
rucola,1
Plant protection products,1
group health based guidance values,1
Pramia Plastic Oy,1
previous cargoes,1
Dendranthema spp,1
mitogenesis,1
E 553b,1
peri-menopausal,1
Nutrition,1
dried culinary,1
6‐chloro‐3‐ pyridylmethanol (IM‐0),1
EPPO,1
Potyvirus,1
psychrophilic bacteria,1
hirtum,1
E 1442,1
mono‐ and di‐glycerides of fatty acids,1
ethyl ester of β‐apo‐8′‐carotenoic acid,1
CAS 137–40‐6,1
Monilia fructicola,1
zinc EDTA,1
refined consumer risk assessment,1
FRA®Octazyme C Dry,1
bisphenolAF,1
GLP,1
CAS Registry Number 60372–77,1
donkey,1
time–temperature integration,1
Magnesium caprylate,1
CAS Number 128‐44‐9,1
REF. No 25550,1
travellers’ diarrhoea,1
small ruminant slaughter,1
krill,1
E 162,1
tobacco cutworm,1
plant‐made medicinal product (PMP),1
silver content less than 2%,1
lovastatin,1
mealybug,1
E 128,1
Cow's milk allergy,1
f3'5'h,1
