"CUI","count","name"
"C0010377",1,"Crotoxin"
"C0678420",1,"Cocktail"
"C0003965",1,"Ascomycota (fungus)"
"C0032611",1,"polytetrafluoroethylene"
"C0597358",1,"Receptor Binding"
"C1511660",1,"DNA Adduction"
"C0055162",1,"CFP protocol"
"C0027923",1,"Neurospora crassa"
"C0003811",1,"Cardiac Arrhythmia"
"C0005839",1,"Blood supply aspects"
"C0014392",1,"Enucleation procedure"
"C0237784",1,"management planning"
"C3714773",1,"WATER BOTTLE"
"C0018988",1,"hemin"
"C4038831",1,"Family Hymenochaetaceae"
"C0205236",1,"Indiscriminate"
"C0041041",1,"trimethoprim"
"C0329607",1,"Xiphias gladius"
"C0556346",1,"Binge Drinking"
"C0453343",1,"Coconut milk"
"C1413596",1,"COL9A2 gene"
"C0171961",1,"Steroidogenic Factor 1"
"C0969719",1,"Coriandrum"
"C0162579",1,"Workplace"
"C1414052",1,"DIO2 gene"
"C2981729",1,"Integrated Fitness Assessment"
"C4529962",1,"Fatty Liver Disease"
"C0162969",1,"chitosan"
"C0011108",1,"Decision Analysis"
"C0072802",1,"pyruvic acid"
"C1710524",1,"UV Radiation Exposure"
"C0014074",1,"Encephalomyelitis, Equine"
"C0004057",1,"aspirin"
"C1612343",1,"Carumonam Sodium"
"C1079987",1,"Melongena"
"C1514233",1,"Population Process"
"C1709157",1,"Negative Surgical Margin"
"C4723823",1,"Mutual Recognition Procedure"
"C0042947",1,"Microtus"
"C1174885",1,"dihydromyricetin"
"C1154739",1,"toxin biosynthetic process"
"C4722293",1,"Other Gender"
"C0303835",1,"n-butyl lactate"
"C4684608",1,"Codelist"
"C0005905",1,"Physiologic Thermoregulation"
"C0051697",1,"ammeline"
"C0039155",1,"Systole"
"C1534709",1,"Splitting"
"C1512656",1,"Immunocompetent"
"C1956097",1,"Wolf-Hirschhorn Syndrome"
"C0277814",1,"Sitting position"
"C2717755",1,"Functional Food"
"C0453826",1,"Cold food"
"C0011522",1,"deoxyribonucleases"
"C2828120",1,"Body Substance Contamination"
"C1070353",1,"Gypsophila"
"C0319554",1,"Kodamaea ohmeri"
"C0059735",1,"Cytochrome P-450 CYP1A1"
"C1265875",1,"Disintegration (morphologic abnormality)"
"C0029040",1,"Ontario"
"C0450355",1,"31"
"C1054018",1,"Populus tremula"
"C1519232",1,"Seminal"
"C0027746",1,"Nerve Degeneration"
"C1257874",1,"PTHLH protein, human"
"C1705313",1,"Term (lexical)"
"C0010566",1,"cyclohexane"
"C1516451",1,"Chemical Modifier"
"C3826091",1,"Kitchen utensils"
"C3825153",1,"Emergency management"
"C1655732",1,"Viral fever"
"C0376607",1,"Anti-Obesity Agents"
"C0060158",1,"fenchol"
"C0439550",1,"Afternoon"
"C0053622",1,"biochanin A"
"C2350458",1,"Chemical Processes"
"C1409715",1,"Sensory Change"
"C0014486",1,"Epichlorohydrin"
"C4511367",1,"Copper sulfate pentahydrate"
"C1906653",1,"Asian prunus virus 2"
"C0037518",1,"sodium hypochlorite"
"C0039994",1,"thorium"
"C0439205",1,"yard (length)"
"C0025362",1,"Mental Retardation"
"C3645590",1,"Outdated"
"C3714303",1,"Moist food"
"C1299786",1,"Salmonella pullorum"
"C0544341",1,"Lotion"
"C3494261",1,"Hydrology"
"C0019939",1,"Horns"
"C1305923",1,"Polypeptides"
"C0917808",1,"Vegetative State"
"C0443397",1,"hexyl acetate"
"C5207585",1,"Pacific oyster preparation"
"C0037986",1,"Spiroplasma"
"C0687133",1,"Drug Interactions"
"C2350142",1,"cinnamyl butyrate"
"C0020614",1,"Hypoglossal nerve structure"
"C0054273",1,"butyl acetate"
"C0005890",1,"Body Height"
"C2810354",1,"Hippodamia variegata"
"C3640077",1,"Whole Exome Sequencing"
"C4302768",1,"Under immunized"
"C0006019",1,"Boredom"
"C1546511",1,"Owner - Relationship"
"C1225105",1,"Sia"
"C0241889",1,"Family history"
"C0623374",1,"lauryl acetate"
"C0596236",1,"calcium metabolism"
"C0010837",1,"Cytoplasmic Granules"
"C0010569",1,"cyclohexanol"
"C1519628",1,"Molecular Transport"
"C1136170",1,"Virulence Factors"
"C0059749",1,"ethyl acetoacetate"
"C0054562",1,"camphene"
"C0021236",1,"indole"
"C0331285",1,"Tectona"
"C1705825",1,"Senior - Suffix"
"C1333707",1,"GRB2 gene"
"C0507112",1,"Apical segmental bronchus"
"C1156280",1,"potassium ion homeostasis"
"C0041209",1,"Trustees"
"C0876928",1,"Questioning"
"C0038930",1,"Surgical Mesh"
"C0021399",1,"Influentials"
"C1260957",1,"Blue color"
"C0019469",1,"hexobarbital"
"C0400966",1,"Non-alcoholic Fatty Liver Disease"
"C1883466",1,"Unraveled Material"
"C0010364",1,"Crosses, Genetic"
"C1678648",1,"Synchytrium endobioticum"
"C0066237",1,"methyl cinnamate"
"C0449426",1,"Source of infection"
"C0005351",1,"Systematic Bias"
"C0442614",1,"Factory"
"C0151671",1,"Glucose tolerance decreased (finding)"
"C0337008",1,"Low humidity"
"C1552093",1,"executing - QueryStatusCode"
"C0010931",1,"Dacryocystorhinostomy"
"C0280674",1,"Aromatase Inhibition Therapy"
"C0282473",1,"Newspaper Article"
"C1612845",1,"Influenza A Virus, H7N7 Subtype"
"C0028101",1,"niobium"
"C0018120",1,"Ovarian Follicle"
"C0017448",1,"Geology"
"C0184498",1,"Medication Component"
"C0040594",1,"Track (course)"
"C0681551",1,"brewery"
"C0009267",1,"Cold Climate"
"C0452795",1,"Cream cheese"
"C0524851",1,"Neurodegenerative Disorders"
"C0079024",1,"Bison"
"C2985830",1,"Position Number"
"C0681800",1,"scientific disagreement"
"C1513405",1,"Molecular Toxicology"
"C0016323",1,"Water fluoridation"
"C0323350",1,"Apis (invertebrate)"
"C0027583",1,"Nematode infections"
"C2628570",1,"Metarhizium brunneum"
"C1096594",1,"bowel discomfort"
"C0000734",1,"Abdominal mass"
"C4780787",1,"Disporotrichum dimorphosporum"
"C5205215",1,"MET Gene Mutation Negative"
"C0221103",1,"Visual Suppression"
"C0439547",1,"Points in time (qualifier value)"
"C0004480",1,"Azaserine"
"C1064994",1,"American plum line pattern virus"
"C3242240",1,"regulatory review"
"C0205283",1,"Contiguous"
"C0018747",1,"Health Services"
"C1642385",1,"Animal group"
"C0946715",1,"Origanum vulgare"
"C1511676",1,"DNA Maintenance Process"
"C0012098",1,"Dicofol"
"C0011324",1,"Dental Amalgam"
"C0683236",1,"phylogenetic development"
"C0063186",1,"hydroxypropyl methacrylate"
"C0230093",1,"Upper trunk structure"
"C1508230",1,"Assessment section"
"C3853209",1,"Cooked vegetable"
"C0440409",1,"Sheep wool"
"C0162759",1,"Prenylation"
"C0004576",1,"Babesiosis"
"C2744463",1,"sanidine"
"C0074302",1,"Selenoproteins"
"C0015674",1,"Chronic Fatigue Syndrome"
"C0260017",1,"Molecular biologists"
"C0020057",1,"Housing, Animal"
"C0023741",1,"Linguistics"
"C0015928",1,"Fetal development of the mammalian embryo or fetus"
"C0872139",1,"cross reactivity immunity"
"C0441734",1,"Dominant types"
"C0233656",1,"Mental condensation"
"C4391455",1,"Grapevine fabavirus"
"C0996757",1,"Begonia"
"C0127806",1,"methanesulfonic acid"
"C0998451",1,"Helicoverpa"
"C0008791",1,"Cinchona (plant)"
"C1532337",1,"Percentile value"
"C0031807",1,"Physical Exertion"
"C1554086",1,"Stewardship"
"C0009380",1,"Colony Count, Microbial"
"C3401984",1,"Cydia splendana"
"C0018826",1,"Heart Valves"
"C3486452",1,"Meat Proteins"
"C0280598",1,"doxorubicin/vincristine protocol"
"C1291155",1,"Increased cholesterol esters"
"C4704779",1,"Big Data"
"C0555903",1,"Total protein measurement"
"C0330217",1,"Myristica"
"C0144208",1,"butylate"
"C0232462",1,"Decrease in appetite"
"C0596170",1,"Binge eating disorder"
"C1038959",1,"Ophiovirus"
"C0678424",1,"Vanilla extract"
"C1168153",1,"Arterial calcification"
"C4684632",1,"Data Subject"
"C0337209",1,"Slipping"
"C0323279",1,"Family Lasiocampidae"
"C0205259",1,"Determinate"
"C0206261",1,"Closterovirus"
"C0027458",1,"National Health Policy"
"C0997215",1,"Thaumatococcus daniellii"
"C1707288",1,"Carcinogenic Polycyclic Aromatic Hydrocarbon"
"C3732830",1,"Ralstonia pseudosolanacearum"
"C0184624",1,"feeding technique"
"C0035286",1,"Reticulocytes"
"C0326937",1,"Passeridae"
"C0280022",1,"cisplatin/cyclophosphamide/doxorubicin/vindesine protocol"
"C0007841",1,"Ceruloplasmin"
"C2247896",1,"basidiospore formation"
"C3738919",1,"Actinidia virus X"
"C0452615",1,"Gingerbread"
"C0997545",1,"Family Pucciniaceae"
"C1527305",1,"Feelings"
"C4704771",1,"Data Science"
"C5139220",1,"Abnormal metabolism"
"C0004259",1,"atropine"
"C2936288",1,"Influenza A Virus, H7N3 Subtype"
"C0963403",1,"S 1812"
"C0061202",1,"genistein"
"C1336602",1,"TEK gene"
"C0178838",1,"saltwater environment"
"C1720877",1,"Xylem"
"C0231832",1,"Respiratory rate"
"C3669677",1,"Young chicken"
"C0008233",1,"Chlormequat Chloride"
"C1000349",1,"Apple mosaic virus"
"C1518071",1,"Lymphoid"
"C2938208",1,"Thrive"
"C0013852",1,"Electrons"
"C0282495",1,"Cultural Diversity"
"C0596654",1,"Handbooks"
"C0074748",1,"sodium nitrate"
"C1072381",1,"Dendrolimus"
"C0106916",1,"borneol"
"C0033434",1,"propane"
"C0586393",1,"Reference documentation"
"C3642273",1,"Stanford Cancer Institute"
"C0003188",1,"Anthropometry"
"C4557598",1,"Hibiscus green spot virus 2"
"C1547383",1,"Person Name"
"C4708833",1,"Cold water"
"C3539536",1,"ARID1B wt Allele"
"C1214071",1,"Rhodococcus aetherivorans"
"C0331302",1,"Nepeta"
"C0402574",1,"Exporter"
"C3661475",1,"Vaccine Stability"
"C2265289",1,"chlamydospore formation"
"C0266929",1,"Chronic Periodontitis"
"C0330519",1,"Family Sterculiaceae"
"C0040814",1,"TREHALASE"
"C0596948",1,"mind control"
"C0149745",1,"Oral Ulcer"
"C0441761",1,"Phage type"
"C0522507",1,"With color"
"C0006933",1,"Capsid"
"C1721050",1,"Nuclear Reprogramming"
"C0242298",1,"Fostering"
"C0175751",1,"Cervical collar (device)"
"C0052987",1,"barstar protein, Bacillus amyloliquefaciens"
"C1516446",1,"Chemical Agents"
"C0066317",1,"methylallyl trisulfide"
"C0071034",1,"pichtosin"
"C2826345",1,"Parallel Study"
"C2347741",1,"Quotient"
"C0014723",1,"Erucic Acids"
"C0772002",1,"ferric oxide yellow"
"C1473118",1,"Carposinidae"
"C1010119",1,"Diatrype disciformis"
"C0029988",1,"Oxalates"
"C0996602",1,"Picea sitchensis"
"C0276742",1,"Kerion celsi"
"C0982306",1,"palm kernel oil"
"C0002728",1,"amylopectin"
"C0004704",1,"Balloon Dilatation"
"C0441838",1,"Group D"
"C0004644",1,"Bacteriology"
"C0024296",1,"Lymphoid Tissue"
"C4049785",1,"Increased Respiratory Secretion"
"C1709941",1,"Reviewed By (qualifier)"
"C3273238",1,"Regulatory Report"
"C3634373",1,"Oemona hirta"
"C1999232",1,"Attending (action)"
"C2613267",1,"sporulation"
"C0678922",1,"genetic trait"
"C0010448",1,"Cultural Characteristics"
"C4075609",1,"Soy-based infant formula - diet"
"C0232217",1,"Cardiac conduction"
"C1880446",1,"Mean PR Duration"
"C1706058",1,"Protein Unit"
"C0457454",1,"Discontinuation (procedure)"
"C0022066",1,"Iraq"
"C0023093",1,"Lassa virus"
"C1880359",1,"Dispense (Activity)"
"C0680846",1,"Funding Agency"
"C0031222",1,"Personnel Selection"
"C0181663",1,"LINER device"
"C1155324",1,"response to nematode"
"C0439252",1,"Unit of energy"
"C0301642",1,"Denaturation"
"C2985778",1,"Highlighted Indicator"
"C1489235",1,"Cryptosporidium hominis"
"C0700382",1,"Washing hands, function"
"C0325005",1,"Coyotes"
"C4277608",1,"AlkB Enzymes"
"C0015562",1,"False Negative Reactions"
"C2983587",1,"Average Body Weight Gain"
"C0240339",1,"Mexican"
"C0034897",1,"Recurrence"
"C0242387",1,"Mandibulofacial Dysostosis"
"C0677505",1,"Behaviors and observations relating to behavior"
"C0331375",1,"Cichorium endivia"
"C0001801",1,"agglutination"
"C1135809",1,"Caloric Restriction"
"C3256286",1,"macadamia oil"
"C1154919",1,"organophosphate catabolic process"
"C0683314",1,"personal health"
"C4235942",1,"regulation of protein import"
"C0596873",1,"lymphocyte proliferation"
"C0007820",1,"Cerebrovascular Disorders"
"C3899378",1,"Diffusion Coefficient"
"C0011535",1,"Deoxyuridine"
"C0330968",1,"Carya"
"C4022711",1,"Spatial pattern"
"C0542339",1,"Inferior"
"C0179686",1,"Orthopedic Cast"
"C0060149",1,"fenamiphos"
"C0750466",1,"Yeast infection"
"C0263541",1,"Equine laminitis"
"C0949738",1,"Indole Alkaloids"
"C0596991",1,"myelination"
"C0376161",1,"Comb animal structure"
"C0037766",1,"Antispasmodics"
"C0013705",1,"Egg White Proteins"
"C0042774",1,"Virus Replication"
"C2987487",1,"Deficit"
"C0030692",1,"Patient Identification Systems"
"C1514987",1,"Stratum Intermedium"
"C0235146",1,"Euphoric mood"
"C4725503",1,"Premix for Medicated Feeding Stuff Dosage Form"
"C0770517",1,"Jojoba Extract"
"C1333134",1,"Compact Pattern"
"C1704619",1,"Teaspoon Dosing Unit"
"C2937358",1,"Cerebral Hemorrhage"
"C0439417",1,"g/24h"
"C0317920",1,"Cellulosimicrobium cellulans"
"C0024115",1,"Lung diseases"
"C0871878",1,"reframing"
"C0023290",1,"Leishmaniasis, Visceral"
"C0206415",1,"Oligonucleotide Primers"
"C0028719",1,"Nutritional Requirements"
"C0034642",1,"Rales"
"C4289561",1,"EudraVigilance Sender Identifier"
"C0301633",1,"Turbidity (observable entity)"
"C1880724",1,"False Positive Result Medical Device Problem"
"C0039251",1,"Taenia solium"
"C0222331",1,"Subcutaneous Fat"
"C1000810",1,"Platycladus"
"C0040364",1,"Toilet Facilities"
"C1078317",1,"Melaleuca alternifolia"
"C1721059",1,"Nanocomposites"
"C0598463",1,"Functional Status"
"C1413514",1,"CLU gene"
"C0037760",1,"Sparteine"
"C1533614",1,"Operation on respiratory tract"
"C0022752",1,"Knowledge Bases"
"C4690976",1,"regulation of cold-induced thermogenesis"
"C3896160",1,"epithelium regeneration"
"C1517480",1,"Gene Amplification Technique"
"C4084254",1,"REPLETE"
"C1553037",1,"Pico"
"C0002451",1,"Amelogenesis"
"C0026769",1,"Multiple Sclerosis"
"C0033677",1,"Protein-Energy Malnutrition"
"C1299495",1,"Clinical report"
"C0013936",1,"Embryonic Development"
"C3641622",1,"Amnion-derived Cellular Cytokine Solution"
"C0597979",1,"beta-Lactamase"
"C0202227",1,"Total Testosterone Measurement"
"C3538243",1,"Schizochytrium DHA oil"
"C0023218",1,"Leg cramps"
"C5057904",1,"Apple hammerhead viroid"
"C2699465",1,"Cottonseed Meal"
"C0023657",1,"Lichen - organism"
"C0041356",1,"Tumeric"
"C0301569",1,"Soft diet"
"C3494301",1,"Optogenetics"
"C0010207",1,"Coumarins"
"C2348847",1,"US_Recommended_Intake"
"C0325015",1,"Jackals"
"C0003036",1,"aniline"
"C1705504",1,"KAT5 wt Allele"
"C0680338",1,"world view"
"C4076168",1,"Multidrug-resistant bacteria"
"C0020942",1,"Immigration"
"C0001957",1,"Alcohol Withdrawal Delirium"
"C1272879",1,"Inhalation Vapor, Liquid Dosage Form"
"C2987736",1,"Index case (individual)"
"C3816724",1,"Sixty"
"C0332496",1,"Split shape"
"C1073735",1,"Bactris"
"C1154599",1,"quorum sensing"
"C0563593",1,"Freezing temperature"
"C0011443",1,"Dentition"
"C0884981",1,"Fuchsia"
"C2699740",1,"Support Vector Machine"
"C0320962",1,"Nosema apis"
"C0025252",1,"Membrane Proteins"
"C1258064",1,"Therapeutic Uses"
"C0246421",1,"letrozole"
"C0018884",1,"Helmets"
"C0885516",1,"Lathyrus sativus homeopathic preparation"
"C1332118",1,"DBF4 gene"
"C0743711",1,"eye lesion"
"C0033993",1,"gamma-Glutamyl Hydrolase"
"C1961099",1,"Precursor T-Cell Lymphoblastic Leukemia-Lymphoma"
"C1514229",1,"Population Attributable Risk"
"C1550678",1,"Water Specimen"
"C0036601",1,"Self Mutilation"
"C2348425",1,"Allyl Mercaptan"
"C0024893",1,"Subphylum Mastigophora (organism)"
"C0037121",1,"Siloxanes"
"C0522486",1,"Delay time"
"C2349136",1,"Vitamin C Vitamins"
"C0145943",1,"TimeLine Fluoride Releasing Resin"
"C0031117",1,"Peripheral Neuropathy"
"C0065088",1,"lithium chloride"
"C0002531",1,"Amino Sugars"
"C0019340",1,"Herpes"
"C0452986",1,"Halibut"
"C0019247",1,"Hereditary Diseases"
"C1473253",1,"Paracoccus marginatus"
"C0325882",1,"Sterna hirundo"
"C0021200",1,"Indexing"
"C0768119",1,"lanthanum carbonate"
"C0182537",1,"pump (device)"
"C1011299",1,"Paenibacillus"
"C4683939",1,"Anxiety Score 1"
"C2697806",1,"Intraruminal Route of Administration"
"C1335844",1,"SMARCA5 gene"
"C0022369",1,"JC Virus"
"C0349918",1,"Ceratonia antidiarrheal drug"
"C0026860",1,"Musculoskeletal System"
"C0032662",1,"Population Control"
"C0022645",1,"Kidd Blood-Group System"
"C0700038",1,"Female Reproductive System"
"C0971859",1,"Bone Growth"
"C0017637",1,"Gliocladium"
"C0009326",1,"Collagen Diseases"
"C4264352",1,"Activity Trackers"
"C1306710",1,"Facial asymmetry"
"C0141947",1,"Selenoprotein P"
"C1518584",1,"Ontology"
"C0597683",1,"water solution"
"C0009673",1,"Confounding Factors, Epidemiologic"
"C0883264",1,"nitrate and nitrite"
"C0746919",1,"NO TREATMENT"
"C1705536",1,"Summation (document)"
"C1524084",1,"Designated"
"C0013013",1,"Dominica"
"C3242461",1,"regulated studies"
"C1059173",1,"Platanus orientalis"
"C0002780",1,"Analysis of Variance"
"C0002429",1,"Ambystoma"
"C4086749",1,"Post-implantation Loss Percent"
"C0034091",1,"Pulmonary Veno-Occlusive Disease (disorder)"
"C0018974",1,"Hemeproteins"
"C0587119",1,"Mealtimes"
"C0229766",1,"Celiac lymph node"
"C0678565",1,"liquid solution"
"C0037723",1,"Southern Asia"
"C0330823",1,"Melilotus"
"C0681799",1,"research question"
"C0814279",1,"prevention or treatment protocol"
"C1658112",1,"appendage development"
"C0018153",1,"Gram-Positive Asporogenous Rods"
"C0599994",1,"Overprotected"
"C0920267",1,"Platelet aggregation measurement"
"C0022359",1,"Jaw"
"C0443161",1,"Breaking down"
"C0596040",1,"adduct"
"C1548383",1,"authenticated"
"C0202155",1,"Oxygen measurement, partial pressure, arterial"
"C4114520",1,"Caucasus prunus virus"
"C3827007",1,"Functional Activities Questionnaire"
"C1539940",1,"TBL1XR1 gene"
"C0030670",1,"Pathology, Veterinary"
"C4521761",1,"United States Military Commissioned Officer O8"
"C1958684",1,"topramezone"
"C0856902",1,"Tocopherol deficiency"
"C0018105",1,"Government Agencies"
"C4224025",1,"Trechispora"
"C1000466",1,"Columnea latent viroid"
"C0030375",1,"Papua New Guinea"
"C0181904",1,"Monitor Device"
"C0017757",1,"Glucosephosphate Dehydrogenase"
"C0946846",1,"Plantago"
"C0033207",1,"Probability Theory"
"C0628808",1,"metsulfuron methyl"
"C0019497",1,"hexylresorcinol"
"C0242769",1,"Cotyledon plant"
"C0038327",1,"Sticklebacks"
"C0070421",1,"perilla seed oil"
"C0050929",1,"aflatoxin B2"
"C0815107",1,"Psychological Distress"
"C1690533",1,"Citrus aurantium preparation"
"C0949801",1,"Atriplex"
"C0021390",1,"Inflammatory Bowel Diseases"
"C0040709",1,"TRANSKETOLASE"
"C1883527",1,"VeIP Regimen"
"C1158294",1,"glucose catabolic process to D-lactate and ethanol"
"C0439824",1,"Verbal"
"C0325001",1,"Wolves"
"C0304320",1,"Third generation cephalosporin"
"C1706910",1,"Ball Device"
"C1838876",1,"MITOCHONDRIAL MYOPATHY, LETHAL, INFANTILE"
"C4525819",1,"Disease Response in Liver"
"C0178657",1,"Genes, Reiterated"
"C3599497",1,"Coquillettidia richiardii"
"C0949862",1,"Zygophyllaceae"
"C3850144",1,"Protein Aggregates"
"C2986229",1,"Product Type Code"
"C4277664",1,"Healthy Lifestyle"
"C0040732",1,"Transplantation"
"C2744957",1,"ethyl 2-methylpropanoate"
"C1435950",1,"Acetogenins"
"C0282489",1,"Food Containers"
"C1419141",1,"PVR gene"
"C1708485",1,"Incidence Rate"
"C2698667",1,"Other Toxicity Studies: Antigenicity"
"C0034925",1,"Reference Standards"
"C3178988",1,"Emergency Responders"
"C1272768",1,"Microbacteriaceae"
"C0024175",1,"Lutzomyia genus"
"C0998423",1,"Rutelinae"
"C0538445",1,"prosulfocarb"
"C0000986",1,"acetic anhydride"
"C2745964",1,"amylase inhibitor"
"C1711343",1,"Deriving"
"C0034632",1,"raffinose"
"C4703719",1,"Plasma/serum xenobiotic"
"C0260217",1,"Rhodotorula pilimanae (fungus)"
"C1058163",1,"Ochlerotatus detritus"
"C0319762",1,"Cantharellus cibarius"
"C1707536",1,"Current Limiter Device"
"C0677936",1,"Refractory Malignant Neoplasm"
"C2718027",1,"Medical Tourism"
"C1516452",1,"Chemical Synapse Component"
"C2986768",1,"Injected Dose"
"C0315033",1,"Brucella ovis"
"C0917791",1,"Sequence Determinations"
"C0045933",1,"2-benzyl-3-formylpropanoic acid"
"C1500495",1,"Phymatotrichopsis"
"C0039298",1,"Tanzania"
"C0439660",1,"Hereditary"
"C0021823",1,"Interviews, Telephone"
"C0030909",1,"pepsin A"
"C0008677",1,"Bronchitis, Chronic"
"C1880179",1,"convoluted shape"
"C1547547",1,"Schedule II Substance"
"C0085316",1,"Apicomplexa"
"C2752526",1,"ER-mitochondrion membrane contact site"
"C0036274",1,"scandium"
"C0065644",1,"manganese dioxide"
"C0037303",1,"Bone structure of cranium"
"C4554344",1,"IgE-mediated food allergy"
"C2827109",1,"Saint Barthelemy"
"C4521199",1,"test health data"
"C2945627",1,"asynchrony"
"C0021831",1,"Intestinal Diseases"
"C4277689",1,"Gene Modification"
"C0028421",1,"Nortropanes"
"C0028944",1,"Oligodendroglia"
"C0009956",1,"Cook Islands"
"C0233794",1,"Memory impairment"
"C3500841",1,"erythorbate"
"C0995739",1,"Streptomyces cinnamonensis"
"C0678400",1,"aperitif wine"
"C2348365",1,"EML4 wt Allele"
"C2355511",1,"citronellic acid"
"C0337514",1,"Sister"
"C0282332",1,"Cold Chain"
"C4764044",1,"Cinnamomum cassia Capsules"
"C4876983",1,"Bela"
"C0039725",1,"Thailand"
"C0016484",1,"Food Preservation"
"C4277633",1,"Laboratory Critical Values"
"C0079043",1,"Bronchoconstriction"
"C0648444",1,"bornyl acetate"
"C0917892",1,"Genetic Drift"
"C0597679",1,"water pollution control"
"C3607067",1,"Grapevine cryptic virus"
"C4086498",1,"How True Feel Weary Right Now"
"C0042510",1,"Ventricular Fibrillation"
"C0021156",1,"Incisor"
"C0700201",1,"Dyssomnias"
"C1420726",1,"THOP1 gene"
"C0078040",1,"doxorubicin/prednisone/vincristine protocol"
"C0051235",1,"allyl sulfide"
"C0042684",1,"vinyl chloride"
"C0151773",1,"Bone marrow depression"
"C1637272",1,"Callitropsis"
"C0597250",1,"placental transfer"
"C0453027",1,"Kipper"
"C1720374",1,"Every - dosing instruction fragment"
"C0333164",1,"Narrow"
"C0265220",1,"Pallister-Hall syndrome"
"C0155877",1,"Allergic asthma"
"C1023640",1,"Varroa jacobsoni"
"C2985465",1,"Hazard Ratio"
"C0039748",1,"theca cell"
"C0072070",1,"profenofos"
"C0683962",1,"univariate statistics"
"C0043138",1,"Wheat Bran"
"C0034358",1,"Pythium"
"C0336776",1,"Printing ink (substance)"
"C0017911",1,"glycogen"
"C0015922",1,"Festivals"
"C1367472",1,"FN1 gene"
"C4761315",1,"Nausea Subscale"
"C0242568",1,"Biases"
"C1016808",1,"Diprionidae"
"C2348542",1,"Streak"
"C1823857",1,"WIPF1 gene"
"C0035785",1,"Robotics"
"C0001129",1,"Acids, Acyclic"
"C1906655",1,"Asian prunus virus 3"
"C0020616",1,"Hypoglycemic Agents"
"C0036374",1,"School Teachers"
"C0427149",1,"Gait, Drop Foot"
"C0020307",1,"Hydroquinones"
"C0003392",1,"Antineoplastic Agents"
"C0001873",1,"Air Pollution"
"C0041674",1,"Unemployment"
"C1135838",1,"Phlomis"
"C4684695",1,"Internet Service Provider"
"C0836201",1,"Wall of gut"
"C4524592",1,"Human Cells, Tissues, and Cellular and Tissue-Based Products from Blood Vessel Tissue"
"C0232984",1,"Andropause"
"C0023226",1,"Legal Guardians"
"C3494395",1,"Food Assistance"
"C0368993",1,"Colony count"
"C1038437",1,"Fucus evanescens"
"C0005591",1,"Bird Diseases"
"C0328435",1,"Lota lota"
"C0073096",1,"resveratrol"
"C1622122",1,"Spinacia"
"C0007337",1,"Caste"
"C1067985",1,"Aedes japonicus"
"C0042896",1,"Vitellogenins"
"C0039561",1,"Terpenes"
"C1032549",1,"Aphidius matricariae"
"C1070775",1,"Malus micromalus"
"C0042122",1,"Ustilago"
"C1006240",1,"Coconut cadang-cadang viroid"
"C1310921",1,"decenal"
"C1337080",1,"Ku Protein"
"C0021786",1,"International Council of Nurses"
"C0949849",1,"Cedrus"
"C0035410",1,"Rhabdomyolysis"
"C0815129",1,"anthropometric measurement"
"C0597484",1,"sodium cation"
"C0016542",1,"Foreign Bodies"
"C1306756",1,"Cook (occupation)"
"C2986731",1,"Compartmental Model"
"C0017987",1,"Glycyrrhiza"
"C0020473",1,"Hyperlipidemia"
"C1256801",1,"FPR1 protein, human"
"C0439807",1,"Radical (qualifier value)"
"C2611567",1,"zoospore formation"
"C0035800",1,"Rodent Control"
"C2076600",1,"Influenza due to Influenza A virus subtype H1N1"
"C0031179",1,"Peroxidases"
"C0597203",1,"pesticide resistance"
"C0023078",1,"Larynx"
"C4745061",1,"Cognitive Electrophysiology Assessment"
"C0031992",1,"Pit and Fissure Sealants"
"C0010423",1,"Crystallization"
"C0032972",1,"Pregnancy Outcome"
"C0005375",1,"Bicycle"
"C0598864",1,"Demethylation"
"C0554244",1,"Maker (occupation)"
"C0947389",1,"Pandalus borealis"
"C0025219",1,"melatonin"
"C0015541",1,"Faeroe Islands"
"C0205426",1,"Unclassified general adjectival modifiers"
"C1740819",1,"Idiopathic short stature"
"C1925488",1,"Blackberry virus Z"
"C1708745",1,"Low-Dose Treatment"
"C1707980",1,"Extender Device"
"C0442801",1,"Exaggerated"
"C0154251",1,"Lipid Metabolism Disorders"
"C2698771",1,"Petal"
"C0031119",1,"Peripheral Nerves"
"C0010827",1,"Cytopathogenic Effect, Viral"
"C0005975",1,"Bone Screws"
"C0335038",1,"Reporter (occupation)"
"C4684849",1,"Presumed"
"C1005075",1,"Blumeria graminis"
"C0016858",1,"Furniture"
"C4392743",1,"Xanthophyllomyces"
"C0677667",1,"raltitrexed"
"C0331451",1,"Monocotyledon"
"C0051719",1,"ammonium hydroxide"
"C0012600",1,"Dirofilaria"
"C0235193",1,"Torpor"
"C1638573",1,"Unaspis"
"C0444720",1,"Circulatory arrest"
"C0085751",1,"Administrators"
"C3826357",1,"Feline heartworm disease"
"C0021265",1,"Industrial Waste"
"C1413269",1,"CDH11 gene"
"C0323623",1,"Varroa"
"C0036158",1,"Sand Flies"
"C2736116",1,"Birth time"
"C0206655",1,"Alveolar rhabdomyosarcoma"
"C0332243",1,"Ridging"
"C0678536",1,"Speed (motion)"
"C0870909",1,"Money"
"C1552991",1,"Low Power Field"
"C0025965",1,"Micrococcal Nuclease"
"C0022562",1,"Chlordecone"
"C0443301",1,"Sequestration"
"C0453265",1,"Salvia officinalis"
"C0752018",1,"Gluconobacter oxydans"
